split,case_id,json_path,mask_path,status,mask_ids_count,json_ids_count,mask_ids,json_ids,missing_in_json,extra_in_json,missing_count,extra_count,has_mismatch,would_keyerror
test,1_2_840_113654_2_55_122786454955442858732624097977450778691,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_122786454955442858732624097977450778691.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_122786454955442858732624097977450778691.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_12321065202412310448013129899185865311,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_12321065202412310448013129899185865311.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_12321065202412310448013129899185865311.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_123633234107849591190515522342469572867,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_123633234107849591190515522342469572867.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_123633234107849591190515522342469572867.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_123800934642743115448994694971021310180,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_123800934642743115448994694971021310180.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_123800934642743115448994694971021310180.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_123960772011238650655784992516167324470,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_123960772011238650655784992516167324470.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_123960772011238650655784992516167324470.nii.gz,ok,2,0,1 2,,1 2,,2,0,True,True
test,1_2_840_113654_2_55_124286123499146096595750558038410008142,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_124286123499146096595750558038410008142.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_124286123499146096595750558038410008142.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_124316354708127011546635034574958644867,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_124316354708127011546635034574958644867.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_124316354708127011546635034574958644867.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_125323894317801323393034030951049985428,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_125323894317801323393034030951049985428.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_125323894317801323393034030951049985428.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_125706016793706103279028904143338049013,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_125706016793706103279028904143338049013.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_125706016793706103279028904143338049013.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_125967255397946625657445920520578003358,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_125967255397946625657445920520578003358.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_125967255397946625657445920520578003358.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_126025143337981382099444331950519455721,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_126025143337981382099444331950519455721.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_126025143337981382099444331950519455721.nii.gz,ok,2,0,1 2,,1 2,,2,0,True,True
test,1_2_840_113654_2_55_126332618375778172122402758900126972090,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_126332618375778172122402758900126972090.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_126332618375778172122402758900126972090.nii.gz,ok,4,0,1 2 3 4,,1 2 3 4,,4,0,True,True
test,1_2_840_113654_2_55_127879144346398409265232271695834549106,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_127879144346398409265232271695834549106.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_127879144346398409265232271695834549106.nii.gz,ok,2,0,1 2,,1 2,,2,0,True,True
test,1_2_840_113654_2_55_129161505341392235846954602699118176295,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_129161505341392235846954602699118176295.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_129161505341392235846954602699118176295.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_129820836134168520293053926064840747893,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_129820836134168520293053926064840747893.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_129820836134168520293053926064840747893.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_130959870177882550833372599207391324754,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_130959870177882550833372599207391324754.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_130959870177882550833372599207391324754.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_131182843460591053470642964280930525876,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_131182843460591053470642964280930525876.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_131182843460591053470642964280930525876.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_132358487950471900816106640431982443058,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_132358487950471900816106640431982443058.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_132358487950471900816106640431982443058.nii.gz,ok,6,0,1 2 3 4 5 6,,1 2 3 4 5 6,,6,0,True,True
test,1_2_840_113654_2_55_133386609493277240203927332124127709601,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_133386609493277240203927332124127709601.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_133386609493277240203927332124127709601.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_134024114388787757910282842888052778016,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_134024114388787757910282842888052778016.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_134024114388787757910282842888052778016.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_134499607175505455351765902761934752797,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_134499607175505455351765902761934752797.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_134499607175505455351765902761934752797.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_135312532800636306422912105667791824180,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_135312532800636306422912105667791824180.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_135312532800636306422912105667791824180.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_13672741274082781122803247687004381644,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_13672741274082781122803247687004381644.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_13672741274082781122803247687004381644.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_137382376247834148877139165085017402902,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_137382376247834148877139165085017402902.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_137382376247834148877139165085017402902.nii.gz,ok,2,0,1 2,,1 2,,2,0,True,True
test,1_2_840_113654_2_55_138251616007580958154095830375360681604,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_138251616007580958154095830375360681604.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_138251616007580958154095830375360681604.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_13888860204574812547050871869444284311,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_13888860204574812547050871869444284311.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_13888860204574812547050871869444284311.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_139492020071869573847824235612903155692,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_139492020071869573847824235612903155692.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_139492020071869573847824235612903155692.nii.gz,ok,2,0,1 2,,1 2,,2,0,True,True
test,1_2_840_113654_2_55_139643264962705498172562651504603085682,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_139643264962705498172562651504603085682.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_139643264962705498172562651504603085682.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_139877954807849690394145592793122974359,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_139877954807849690394145592793122974359.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_139877954807849690394145592793122974359.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_14059028299195631370217959879698398394,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_14059028299195631370217959879698398394.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_14059028299195631370217959879698398394.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_141751942912405516148110040638470627452,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_141751942912405516148110040638470627452.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_141751942912405516148110040638470627452.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_14354832218744395267379933627003726284,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_14354832218744395267379933627003726284.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_14354832218744395267379933627003726284.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_143932896674595872447705412905458706342,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_143932896674595872447705412905458706342.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_143932896674595872447705412905458706342.nii.gz,ok,3,0,1 2 3,,1 2 3,,3,0,True,True
test,1_2_840_113654_2_55_144103101403679187356731683959120015322,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_144103101403679187356731683959120015322.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_144103101403679187356731683959120015322.nii.gz,ok,1,0,1,,1,,1,0,True,True
test,1_2_840_113654_2_55_145817899482941755607125526115454694434,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_145817899482941755607125526115454694434.json,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_145817899482941755607125526115454694434.nii.gz,ok,3,0,1 2 3,,1 2 3,,3,0,True,True
