,split,uid,uid_sanitized,status,error_message,mask_path,csv_rows_count,local_search_radius,unique_mask_ids_count,mapped_ids_count,missing_ids_count,out_of_bounds_count,background_hit_count,native_hit_count,flipped_xy_hit_count,local_search_hit_count,matched_instance_ids,missing_instance_ids,unmatched_lesion_count,has_duplicates_matching,discarded,json_path
31,train,1.2.840.113654.2.55.305515714955708266560228138749537014456,1_2_840_113654_2_55_305515714955708266560228138749537014456,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.305515714955708266560228138749537014456.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_305515714955708266560228138749537014456.json
32,train,1.2.840.113654.2.55.30563204098668313288001873005815489470,1_2_840_113654_2_55_30563204098668313288001873005815489470,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.30563204098668313288001873005815489470.nii.gz,2,0,2,2,0,0,0,0,2,0,1 2,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_30563204098668313288001873005815489470.json
33,train,1.2.840.113654.2.55.323771827523689962063398964584775264196,1_2_840_113654_2_55_323771827523689962063398964584775264196,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.323771827523689962063398964584775264196.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_323771827523689962063398964584775264196.json
34,train,1.2.840.113654.2.55.90516324132694885927060506178527584645,1_2_840_113654_2_55_90516324132694885927060506178527584645,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.90516324132694885927060506178527584645.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_90516324132694885927060506178527584645.json
35,train,1.2.840.113654.2.55.246877454352715541330928123086990931473,1_2_840_113654_2_55_246877454352715541330928123086990931473,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.246877454352715541330928123086990931473.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_246877454352715541330928123086990931473.json
36,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.111128691023081409024647739304,1_3_6_1_4_1_14519_5_2_1_7009_9004_111128691023081409024647739304,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.111128691023081409024647739304.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_111128691023081409024647739304.json
37,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.175336398272246527067935809631,1_3_6_1_4_1_14519_5_2_1_7009_9004_175336398272246527067935809631,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.175336398272246527067935809631.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_175336398272246527067935809631.json
38,train,1.2.840.113654.2.55.290142602744888037879931089668774769902,1_2_840_113654_2_55_290142602744888037879931089668774769902,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.290142602744888037879931089668774769902.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_290142602744888037879931089668774769902.json
39,train,1.2.840.113654.2.55.128924791148552059609231933459828069914,1_2_840_113654_2_55_128924791148552059609231933459828069914,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.128924791148552059609231933459828069914.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_128924791148552059609231933459828069914.json
40,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.133103585381563066524943821845,1_3_6_1_4_1_14519_5_2_1_7009_9004_133103585381563066524943821845,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.133103585381563066524943821845.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_133103585381563066524943821845.json
41,train,1.2.840.113654.2.55.95218029062597185692095197696951184588,1_2_840_113654_2_55_95218029062597185692095197696951184588,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.95218029062597185692095197696951184588.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_95218029062597185692095197696951184588.json
42,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.256269798808282767781059392840,1_3_6_1_4_1_14519_5_2_1_7009_9004_256269798808282767781059392840,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.256269798808282767781059392840.nii.gz,2,0,2,2,0,0,0,0,2,0,1 2,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_256269798808282767781059392840.json
43,train,1.2.840.113654.2.55.19442068997292836395185231227699528594,1_2_840_113654_2_55_19442068997292836395185231227699528594,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.19442068997292836395185231227699528594.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_19442068997292836395185231227699528594.json
44,train,1.2.840.113654.2.55.69275975716619164694402316169177782837,1_2_840_113654_2_55_69275975716619164694402316169177782837,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.69275975716619164694402316169177782837.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_69275975716619164694402316169177782837.json
45,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.782097239773095151157864320321,1_3_6_1_4_1_14519_5_2_1_7009_9004_782097239773095151157864320321,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.782097239773095151157864320321.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_782097239773095151157864320321.json
46,train,1.2.840.113654.2.55.339180526077756483711660156822278954054,1_2_840_113654_2_55_339180526077756483711660156822278954054,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.339180526077756483711660156822278954054.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_339180526077756483711660156822278954054.json
47,train,1.2.840.113654.2.55.330553286987872443030928233088842464935,1_2_840_113654_2_55_330553286987872443030928233088842464935,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.330553286987872443030928233088842464935.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_330553286987872443030928233088842464935.json
48,train,1.2.840.113654.2.55.203296465077029150864423739359814206535,1_2_840_113654_2_55_203296465077029150864423739359814206535,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.203296465077029150864423739359814206535.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_203296465077029150864423739359814206535.json
49,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.297856188627464891022155088972,1_3_6_1_4_1_14519_5_2_1_7009_9004_297856188627464891022155088972,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.297856188627464891022155088972.nii.gz,2,0,2,2,0,0,0,0,2,0,1 2,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_297856188627464891022155088972.json
50,train,1.2.840.113654.2.55.197928755345173757900156989238745351860,1_2_840_113654_2_55_197928755345173757900156989238745351860,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.197928755345173757900156989238745351860.nii.gz,3,0,3,3,0,0,0,0,3,0,1 2 3,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_197928755345173757900156989238745351860.json
51,train,1.2.840.113654.2.55.242070021407739212562142116343099716216,1_2_840_113654_2_55_242070021407739212562142116343099716216,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.242070021407739212562142116343099716216.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_242070021407739212562142116343099716216.json
52,train,1.2.840.113654.2.55.162536610491406412418600546925840328913,1_2_840_113654_2_55_162536610491406412418600546925840328913,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.162536610491406412418600546925840328913.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_162536610491406412418600546925840328913.json
53,train,1.2.840.113654.2.55.178528446778950802375177913594810841224,1_2_840_113654_2_55_178528446778950802375177913594810841224,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.178528446778950802375177913594810841224.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_178528446778950802375177913594810841224.json
54,train,1.2.840.113654.2.55.180672154167238620244017576190510131635,1_2_840_113654_2_55_180672154167238620244017576190510131635,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.180672154167238620244017576190510131635.nii.gz,3,0,3,3,0,0,0,0,3,0,1 2 3,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_180672154167238620244017576190510131635.json
55,train,1.2.840.113654.2.55.42813655718267228983366427452334221585,1_2_840_113654_2_55_42813655718267228983366427452334221585,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.42813655718267228983366427452334221585.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_42813655718267228983366427452334221585.json
56,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.296315290034676471909697259630,1_3_6_1_4_1_14519_5_2_1_7009_9004_296315290034676471909697259630,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.296315290034676471909697259630.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_296315290034676471909697259630.json
57,train,1.2.840.113654.2.55.165348389299063344855392711959285955985,1_2_840_113654_2_55_165348389299063344855392711959285955985,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.165348389299063344855392711959285955985.nii.gz,3,0,3,3,0,0,0,0,3,0,1 2 3,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_165348389299063344855392711959285955985.json
58,train,1.2.840.113654.2.55.196613448475761287378048113990873408010,1_2_840_113654_2_55_196613448475761287378048113990873408010,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.196613448475761287378048113990873408010.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_196613448475761287378048113990873408010.json
